latitude,longitude,positional_accuracy,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_class_name,taxon_subclass_name,taxon_order_name,taxon_family_name,taxon_genus_name
39.86570333,-79.50326667,10,Picipes badius,Bay Polypore,Fungi,510852,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Picipes
39.8592889978,-79.4805504044,114,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.90349,-79.48861833,,Galerina marginata,Funeral Bell,Fungi,154735,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hymenogastraceae,Galerina
39.8558323611,-79.4907379444,,Grifola frondosa,hen of the woods,Fungi,53714,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Grifolaceae,Grifola
39.8916365812,-79.5013784432,5,Trametes versicolor,turkey-tail,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.8642416667,-79.4847083333,,Allodus podophylli,Mayapple Rust,Fungi,417511,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,,Allodus
39.8865918889,-79.5387892222,,Exidia crenata,American Amber Jelly Fungus,Fungi,879877,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Auriculariales,Auriculariaceae,Exidia
39.9024156108,-79.5165598938,9,Mitrula elegans,swamp beacon,Fungi,320702,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mitrulaceae,Mitrula
39.8638904,-79.5020829997,,Lepraria finkii,Fluffy Dust Lichen,Fungi,463344,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Stereocaulaceae,Lepraria
39.8427345116,-79.4738657251,9,Megacollybia rodmanii,Eastern American Platterful Mushroom,Fungi,488500,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Porotheleaceae,Megacollybia
39.8663555556,-79.5031944444,,Stropharia rugosoannulata lutea,,Fungi,551074,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Stropharia
39.8564166667,-79.4927722222,,Artomyces pyxidatus,crown-tipped coral fungus,Fungi,334704,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Auriscalpiaceae,Artomyces
39.8987277778,-79.5179277778,,Infundibulicybe gibba,Common Funnel,Fungi,921916,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalinaceae,Infundibulicybe
39.873905,-79.496955,100,Xeromphalina campanella,Pinewood Gingertail,Fungi,56251,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Xeromphalinaceae,Xeromphalina
39.8633616667,-79.499825,4,Xylaria hypoxylon,Candlesnuff Fungus,Fungi,55267,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Xylaria
39.8635166667,-79.499625,6,Erynia sepulchralis,,Fungi,550589,Fungi,Zygomycota,Entomophthoromycotina,Entomophthoromycetes,,Entomophthorales,Entomophthoraceae,Erynia
39.8553966667,-79.48977,947,Cantharellus minor,Small Chanterelle,Fungi,143312,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Hydnaceae,Cantharellus
39.8555216667,-79.4894033333,21,Amanita flavoconia,Yellow Patches,Fungi,125389,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.855995,-79.4900366667,56,Amanita flavoconia,Yellow Patches,Fungi,125389,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.8723833333,-79.4895166667,1209,Amanita flavoconia,Yellow Patches,Fungi,125389,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.8799366667,-79.4692916667,200,Clavaria fragilis,Fairy Fingers,Fungi,53885,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Clavariaceae,Clavaria
39.8691228865,-79.4630470276,3812,Trametes gibbosa,Lumpy Bracket,Fungi,410641,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.8426333333,-79.4497111111,,Entoloma violaceum,violet pinkgill,Fungi,500012,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Entolomataceae,Entoloma
39.9059075542,-79.4905937836,1668,Retiboletus ornatipes,Ornate-stalked bolete,Fungi,348815,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Retiboletus
39.8601333333,-79.47988,4,Amanita flavoconia,Yellow Patches,Fungi,125389,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.9059420177,-79.4905937836,1668,Lactarius rufus,Rufous Milkcap,Fungi,118223,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius
39.8720918422,-79.4998187369,1008,Meripilus sumstinei,Black-staining Polypore,Fungi,125738,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Meripilaceae,Meripilus
39.89207979,-79.50095827,9,Ramaria stricta,Upright Coral Fungus,Fungi,54228,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Gomphales,Gomphaceae,Ramaria
39.9002888889,-79.4933027778,,Xeromphalina cauticinalis,pinelitter gingertail,Fungi,118219,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Xeromphalinaceae,Xeromphalina
39.8492088318,-79.4897460938,,Cortinarius iodes,Viscid Violet Cort,Fungi,154583,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Cortinariaceae,Cortinarius
39.85272075,-79.4408295833,,Sparassis spathulata,Eastern cauliflower mushroom,Fungi,334319,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Sparassidaceae,Sparassis
39.8649514698,-79.4995957928,15,Panellus stipticus,Luminescent Panellus,Fungi,68309,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Panellus
39.8535842896,-79.4964904785,314,Cortinarius iodes,Viscid Violet Cort,Fungi,154583,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Cortinariaceae,Cortinarius
39.8561533333,-79.4926916667,4,Cantharellus cinnabarinus,Red Chanterelle,Fungi,143393,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Hydnaceae,Cantharellus
39.8556416667,-79.4895333333,4,Pleurotus pulmonarius,pale oyster,Fungi,136399,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pleurotaceae,Pleurotus
39.86680333,-79.48131667,29,Cortinarius iodes,Viscid Violet Cort,Fungi,154583,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Cortinariaceae,Cortinarius
39.86310833,-79.45588,194,Laetiporus sulphureus,chicken of the woods,Fungi,53713,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Laetiporaceae,Laetiporus
39.858455,-79.47548667,878,Artomyces pyxidatus,crown-tipped coral fungus,Fungi,334704,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Auriscalpiaceae,Artomyces
39.86706667,-79.48165833,83,Strobilomyces strobilaceus,Old-man-of-the-woods,Fungi,352462,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Strobilomyces
39.87343823,-79.49723512,9,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.8862216667,-79.4977633333,9,Oudemansiella furfuracea,Beech Rooter,Fungi,785472,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Oudemansiella
39.8814466667,-79.4973666667,4,Oudemansiella radicata,rooting shank,Fungi,383374,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Oudemansiella
39.8805966667,-79.4968866667,5,Retiboletus ornatipes,Ornate-stalked bolete,Fungi,348815,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Retiboletus
39.8675953445,-79.499974139,236,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.85012,-79.48915,30,Phallus duplicatus,Skirted Stinkhorn,Fungi,143415,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Phallales,Phallaceae,Phallus
39.8686447214,-79.5007149984,700,Amanita parcivolvata,False Caesar's Mushroom,Fungi,500030,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.8915911214,-79.5023747161,187,Laetiporus sulphureus,chicken of the woods,Fungi,53713,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Laetiporaceae,Laetiporus
39.8563645916,-79.4939616786,1953,Entoloma abortivum,Aborted entoloma,Fungi,70222,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Entolomataceae,Entoloma
39.8672637939,-79.5003356934,3,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.8704333333,-79.49903,21,Laetiporus sulphureus,chicken of the woods,Fungi,53713,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Laetiporaceae,Laetiporus
39.8520666667,-79.4742283333,4,Lycoperdon perlatum,common puffball,Fungi,48443,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lycoperdaceae,Lycoperdon
39.8566383333,-79.4765333333,4,Fomitopsis betulina,birch polypore,Fungi,775410,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Fomitopsidaceae,Fomitopsis
39.858575,-79.493805,4,Chlorociboria aeruginascens,Green Wood Cup,Fungi,122329,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Chlorociboriaceae,Chlorociboria
39.858355,-79.4939883333,4,Panellus stipticus,Luminescent Panellus,Fungi,68309,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Panellus
39.8557966667,-79.487975,4,Chlorociboria aeruginascens,Green Wood Cup,Fungi,122329,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Chlorociboriaceae,Chlorociboria
39.8531133333,-79.48642,4,Radulomyces copelandii,Asian Beauty,Fungi,1113584,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Radulomycetaceae,Radulomyces
39.84758,-79.48697,4,Neofavolus alveolaris,hexagonal-pored polypore,Fungi,496176,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Neofavolus
39.84152,-79.47567,4,Tectella patellaris,veiled panus,Fungi,978480,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Sarcomyxaceae,Tectella
39.8665638889,-79.5005305556,,Grifola frondosa,hen of the woods,Fungi,53714,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Grifolaceae,Grifola
39.8665638889,-79.5005305556,,Panellus stipticus,Luminescent Panellus,Fungi,68309,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Panellus
39.8261701311,-79.4434782617,80,Sarcoscypha occidentalis,stalked scarlet cup,Fungi,58705,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Sarcoscyphaceae,Sarcoscypha
39.8729713,-79.4979811,,Imleria pallida,pallid bolete,Fungi,1040179,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Imleria
39.8440669032,-79.4733130166,18,Umbilicaria mammulata,Smooth Rock Tripe,Fungi,59954,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Umbilicariomycetidae,Umbilicariales,Umbilicariaceae,Umbilicaria
39.8937777778,-79.4978444444,,Ischnoderma resinosum,Resinous Polypore,Fungi,130919,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Ischnodermataceae,Ischnoderma
39.8638198972,-79.5020461455,130,Panellus stipticus,Luminescent Panellus,Fungi,68309,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Panellus
39.8650168119,-79.5020535216,154,Trametes versicolor,turkey-tail,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.864961483,-79.5020367578,154,Trametes gibbosa,Lumpy Bracket,Fungi,410641,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.8626229616,-79.5043903962,29,Sarcomyxa serotina,Late Oyster,Fungi,63585,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Sarcomyxaceae,Sarcomyxa
39.8630455329,-79.5023039728,31,Trametes versicolor,turkey-tail,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.86383,-79.5010249722,,Calostoma cinnabarinum,stalked puffball-in-aspic,Fungi,68153,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermataceae,Calostoma
39.8619083333,-79.4998783333,2259,Trametes versicolor,turkey-tail,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.8677322459,-79.5022905618,94,Puccinia mariae-wilsoniae,spring beauty rust,Fungi,243710,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia
39.8241166667,-79.4337216667,50,Umbilicaria mammulata,Smooth Rock Tripe,Fungi,59954,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Umbilicariomycetidae,Umbilicariales,Umbilicariaceae,Umbilicaria
39.887455,-79.5135716667,4,Flavoparmelia caperata,common greenshield lichen,Fungi,117943,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Parmeliaceae,Flavoparmelia
39.8725846997,-79.4979452,,Laetiporus sulphureus,chicken of the woods,Fungi,53713,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Laetiporaceae,Laetiporus
39.8743169722,-79.496744,,Mycena leaiana,orange mycena,Fungi,128516,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena
39.8701713,-79.4991730997,,Porpidia albocaerulescens,Smokey-eyed Boulder Lichen,Fungi,125773,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecideales,Lecideaceae,Porpidia
39.8743929722,-79.496611,,Mitrula elegans,swamp beacon,Fungi,320702,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mitrulaceae,Mitrula
39.8742,-79.4966666667,3,Mycena leaiana,orange mycena,Fungi,128516,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena
39.8566633333,-79.497025,8,Morchella americana,white morel,Fungi,462132,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella
39.856605,-79.492775,24,Tulasnella aurantiaca,,Fungi,1195407,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Tulasnellaceae,Tulasnella
39.8451,-79.4738616667,14,Umbilicaria mammulata,Smooth Rock Tripe,Fungi,59954,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Umbilicariomycetidae,Umbilicariales,Umbilicariaceae,Umbilicaria
39.8451416667,-79.4733366667,7,Trichaptum biforme,violet-toothed polypore,Fungi,125705,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Trichaptum
39.8053444444,-79.4394777778,,Cyptotrama chrysopepla,golden coincap,Fungi,379777,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Cyptotrama
39.8583489771,-79.5118747652,192,Fomitopsis betulina,birch polypore,Fungi,775410,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Fomitopsidaceae,Fomitopsis
39.8583489771,-79.5118747652,191,Fomitopsis betulina,birch polypore,Fungi,775410,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Fomitopsidaceae,Fomitopsis
39.8801314993,-79.4898980856,2807,Meripilus sumstinei,Black-staining Polypore,Fungi,125738,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Meripilaceae,Meripilus
39.87198205,-79.4985174,11,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.9050293491,-79.4845694727,3365,Sebacina incrustans,enveloping crust,Fungi,352364,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Sebacinales,Sebacinaceae,Sebacina
39.8449366667,-79.4735033333,13,Strobilomyces strobilaceus,Old-man-of-the-woods,Fungi,352462,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Strobilomyces
39.8805216792,-79.4693432508,35,Amanita parcivolvata,False Caesar's Mushroom,Fungi,500030,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.874372,-79.4964599722,,Trichoderma alutaceum,,Fungi,891983,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma
39.8744239722,-79.4964319722,,Baorangia bicolor,two-colored bolete,Fungi,636546,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Baorangia
39.9016,-79.5215083333,,Calostoma cinnabarinum,stalked puffball-in-aspic,Fungi,68153,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermataceae,Calostoma
39.8991305556,-79.5295333333,,Strobilomyces strobilaceus,Old-man-of-the-woods,Fungi,352462,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Strobilomyces
39.8980216667,-79.5026783333,10,Strobilomyces strobilaceus,Old-man-of-the-woods,Fungi,352462,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Strobilomyces
39.8935189722,-79.481886,,Artomyces pyxidatus,crown-tipped coral fungus,Fungi,334704,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Auriscalpiaceae,Artomyces
39.893591,-79.482579,,Sarcoscypha occidentalis,stalked scarlet cup,Fungi,58705,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Sarcoscyphaceae,Sarcoscypha
39.893284,-79.48202,,Leotia viscosa,Chicken Lips,Fungi,348808,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,,Leotiales,Leotiaceae,Leotia
39.862487,-79.4882554997,,Sebacina incrustans,enveloping crust,Fungi,352364,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Sebacinales,Sebacinaceae,Sebacina
39.84969,-79.476928,,Beauveria bassiana,Icing sugar fungus,Fungi,862160,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
39.853318,-79.4411114444,,Lactarius peckii,Peck's milky cap,Fungi,367745,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius
39.8697275,-79.4991119997,,Retiboletus ornatipes,Ornate-stalked bolete,Fungi,348815,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Retiboletus
39.8734703,-79.4972173,,Cortinarius iodes,Viscid Violet Cort,Fungi,154583,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Cortinariaceae,Cortinarius
39.8810116667,-79.4961383333,8,Boletus separans,lilac bolete,Fungi,350217,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Boletus
39.87997,-79.4957283333,11,Baorangia bicolor,two-colored bolete,Fungi,636546,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Baorangia
39.8795283333,-79.4954083333,25,Sparassis spathulata,Eastern cauliflower mushroom,Fungi,334319,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Sparassidaceae,Sparassis
39.879475,-79.4954533333,8,Hygrocybe cuspidata,Candy Apple Waxy Cap,Fungi,481923,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hygrophoraceae,Hygrocybe
39.8791,-79.4945133333,8,Retiboletus ornatipes,Ornate-stalked bolete,Fungi,348815,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Retiboletus
39.865958266,-79.4845920123,2271,Clavulinopsis fusiformis,Golden Spindles,Fungi,55272,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Clavariaceae,Clavulinopsis
39.88578,-79.4958583333,31,Russula crustosa,Green Quilt Russula,Fungi,118495,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula
39.89207,-79.5009616667,4,Cortinarius iodes,Viscid Violet Cort,Fungi,154583,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Cortinariaceae,Cortinarius
39.8827133085,-79.4940405438,30,Hygrocybe cuspidata,Candy Apple Waxy Cap,Fungi,481923,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hygrophoraceae,Hygrocybe
39.8616133333,-79.5082033333,5,Retiboletus ornatipes,Ornate-stalked bolete,Fungi,348815,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Retiboletus
39.8588966667,-79.5119633333,5,Russula grata,Almond-scented Russula,Fungi,118191,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula
39.870557443,-79.4847233398,151,Strobilomyces strobilaceus,Old-man-of-the-woods,Fungi,352462,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Strobilomyces
39.8639011926,-79.5010476065,266,Calostoma cinnabarinum,stalked puffball-in-aspic,Fungi,68153,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermataceae,Calostoma
39.8638994037,-79.4807085213,2227,Retiboletus ornatipes,Ornate-stalked bolete,Fungi,348815,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Retiboletus
39.8708902393,-79.4980587904,10,Lactarius peckii,Peck's milky cap,Fungi,367745,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius
39.9184777818,-79.4997411222,10,Entoloma murrayi,Yellow Unicorn Entoloma,Fungi,203674,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Entolomataceae,Entoloma
39.865175,-79.5003888889,,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.8727666667,-79.4980916667,,Trametes versicolor,turkey-tail,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.871495,-79.5058133333,,Coprinellus disseminatus,Trooping Crumble Cap,Fungi,56314,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinellus
39.8730766667,-79.5058133333,,Trametes versicolor,turkey-tail,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.8733183333,-79.5056766667,,Camarops petersii,Dog's nose fungus,Fungi,211027,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Boliniales,Boliniaceae,Camarops
39.8759266667,-79.506805,,Irpex lacteus,Milk-white Toothed Polypore,Fungi,130910,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Irpicaceae,Irpex
39.8761133333,-79.505195,,Lycoperdon perlatum,common puffball,Fungi,48443,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lycoperdaceae,Lycoperdon
39.8741716667,-79.50505,,Laccaria ochropurpurea,Purple-and-White Deceiver,Fungi,143308,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hydnangiaceae,Laccaria
39.8919416667,-79.5010972222,4,Chlorociboria aeruginascens,Green Wood Cup,Fungi,122329,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Chlorociboriaceae,Chlorociboria
39.8933111111,-79.4978861111,4,Austroboletus gracilis,Graceful Bolete,Fungi,350157,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Austroboletus
39.8933805556,-79.4979694444,5,Amanita bisporigera,Eastern North American Destroying Angel,Fungi,125390,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.8936944444,-79.4978555556,4,Clavariadelphus pistillaris,common club coral fungus,Fungi,55156,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Gomphales,Clavariadelphaceae,Clavariadelphus
39.8952638889,-79.4978194444,4,Pluteus chrysophlebius,Yellow Deer Mushroom,Fungi,351889,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pluteaceae,Pluteus
39.8952444444,-79.4979305556,4,Russula ochroleucoides,,Fungi,338753,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula
